#RA DEC ID
83.82496500 -5.27914500 928
83.82470806 -5.29891889 929
83.82489000 -5.34990000 930
83.82481694 -5.37928389 931
83.82467000 -5.39056000 932
83.82489389 -5.39317889 933
83.82471611 -5.41849306 934
83.82479500 -5.42256806 935
83.82481611 -5.42611389 936
83.82494111 -5.44740611 937
83.82500806 -5.27049694 938
83.82502389 -5.34882111 939
83.82519000 -5.36143000 940
83.82514111 -5.36814889 941
83.82532611 -5.40032000 942
83.82519500 -5.40087111 943
83.82504111 -5.49294306 944
83.82502194 -5.50882389 945
83.82546000 -5.26290000 946
83.82548611 -5.47363194 947
83.82602806 -5.21854694 948
83.82596194 -5.28945111 949
83.82600500 -5.29587389 950
83.82587611 -5.34253111 951
83.82600000 -5.36837306 952
83.82618306 -5.38538889 953
83.82603611 -5.38765194 954
83.82587694 -5.39328694 955
83.82594000 -5.40840806 956
83.82596194 -5.42641111 957
83.82590000 -5.49073000 958
83.82613194 -5.49829500 959
83.82664000 -5.25050389 960
83.82656694 -5.33788694 961
83.82664500 -5.33897306 962
83.82652694 -5.36225500 963
83.82657389 -5.37705806 964
83.82641500 -5.40135500 965
83.82659389 -5.40744889 966
83.82625611 -5.46585194 967
83.82627306 -5.47950500 968
83.82632611 -5.52832500 969
83.82698306 -5.27719389 970
83.82697111 -5.40198111 971
83.82725000 -5.25888000 972
83.82727500 -5.30569500 973
83.82714000 -5.32496000 974
83.82719611 -5.34519806 975
83.82747611 -5.36322694 976
83.82725694 -5.36389806 977
83.82746000 -5.37534111 978
83.82711389 -5.39144389 979
83.82747194 -5.44021889 980
83.82754000 -5.27648000 981
83.82765611 -5.30974000 982
83.82784694 -5.31818611 983
83.82781306 -5.34270111 984
83.82779611 -5.38719694 985
83.82785806 -5.39910111 986
83.82763389 -5.44203306 987
83.82799694 -5.25501806 988
83.82826000 -5.30072306 989
83.82810000 -5.32724694 990
83.82818389 -5.36724500 991
83.82796194 -5.38244500 992
83.82854611 -5.24603000 993
83.82840306 -5.29143194 994
83.82868306 -5.34194000 995
83.82860389 -5.36143306 996
83.82853000 -5.37304111 997
83.82866111 -5.38528306 998
83.82866889 -5.39134889 999
83.82873889 -5.40484806 1000
83.82879500 -5.27058194 1001
83.82887389 -5.29764389 1002
83.82887889 -5.31755194 1003
83.82883889 -5.34685889 1004
83.82899889 -5.34782111 1005
83.82903611 -5.35214000 1006
83.82899500 -5.37186694 1007
83.82905889 -5.38942889 1008
83.82952500 -5.38539694 1009
83.82947194 -5.39714000 1010
83.82931611 -5.41749500 1011
83.82917194 -5.47287194 1012
83.82977306 -5.34327000 1013
83.82972389 -5.35353194 1014
83.82984500 -5.35510500 1015
83.82983306 -5.36210806 1016
83.82973389 -5.37627806 1017
83.82970389 -5.39084111 1018
83.82975000 -5.42472000 1019
83.83016000 -5.29229000 1020
83.83024806 -5.34707194 1021
83.83007611 -5.38074000 1022
83.83019806 -5.45897194 1023
83.83008111 -5.51760389 1024
83.83053306 -5.27916000 1025
83.83068500 -5.28871500 1026
83.83046111 -5.33550000 1027
83.83078000 -5.38513111 1028
83.83081806 -5.42843806 1029
83.83044000 -5.57205000 1030
83.83118611 -5.37267889 1031
83.83117806 -5.45445306 1032
83.83129500 -5.26893389 1033
83.83155889 -5.28428000 1034
83.83129111 -5.35123694 1035
83.83144611 -5.36364306 1036
83.83162194 -5.45991611 1037
83.83148389 -5.53292194 1038
83.83196000 -5.22408306 1039
83.83173500 -5.33383000 1040
83.83199611 -5.34942500 1041
83.83181194 -5.38433000 1042
83.83174500 -5.39925694 1043
83.83194000 -5.40739306 1044
83.83178194 -5.41882306 1045
83.83250000 -5.23482000 1046
83.83214889 -5.32506000 1047
83.83225611 -5.34154389 1048
83.83209000 -5.34212000 1049
83.83234194 -5.35296611 1050
83.83214889 -5.37621500 1051
83.83285889 -5.25233500 1052
83.83255306 -5.25982000 1053
83.83290000 -5.31139611 1054
83.83260611 -5.37266000 1055
83.83277500 -5.41112500 1056
83.83269806 -5.41331000 1057
83.83280000 -5.50896000 1058
83.83251000 -5.51045000 1059
83.83328389 -5.31292194 1060
83.83319194 -5.36500111 1061
83.83324111 -5.37579889 1062
83.83299111 -5.40069611 1063
83.83302111 -5.51761111 1064
83.83317000 -5.56488694 1065
83.83338500 -5.21398194 1066
83.83373000 -5.33304389 1067
83.83344611 -5.34404694 1068
83.83371000 -5.34552306 1069
83.83358000 -5.35164111 1070
83.83337806 -5.37330694 1071
83.83348306 -5.37399694 1072
83.83359194 -5.42062389 1073
83.83348111 -5.42287000 1074
83.83353694 -5.42713389 1075
83.83350000 -5.48674000 1076
83.83372000 -5.48801000 1077
83.83377611 -5.20583806 1078
83.83400000 -5.22108611 1079
83.83404889 -5.32898500 1080
83.83412500 -5.34016306 1081
83.83393000 -5.35935000 1082
83.83402000 -5.37451000 1083
83.83408306 -5.38568806 1084
83.83391111 -5.43449694 1085
83.83405389 -5.44419694 1086
83.83412111 -5.47827000 1087
83.83439000 -5.23323806 1088
83.83430194 -5.34912500 1089
83.83448306 -5.41775611 1090
83.83451889 -5.45193806 1091
83.83457611 -5.53805000 1092
83.83466000 -5.33273306 1093
83.83483000 -5.43818194 1094
83.83463194 -5.51098111 1095
83.83512806 -5.28734000 1096
83.83536111 -5.32580694 1097
83.83530389 -5.33882806 1098
83.83502306 -5.37044889 1099
83.83529111 -5.39162000 1100
83.83533194 -5.48634500 1101
83.83574611 -5.34531694 1102
83.83555389 -5.34779111 1103
83.83580111 -5.35635306 1104
83.83560111 -5.36135806 1105
83.83561111 -5.40580194 1106
83.83574611 -5.40709806 1107
83.83547306 -5.44249000 1108
83.83602111 -5.37931389 1109
83.83617389 -5.39812194 1110
83.83596694 -5.41289889 1111
83.83614611 -5.41965111 1112
83.83651111 -5.26367806 1113
83.83639000 -5.32403694 1114
83.83636694 -5.36231611 1115
83.83656806 -5.36529806 1116
83.83642889 -5.43777806 1117
83.83691306 -5.35374889 1118
83.83688111 -5.35596111 1119
83.83686194 -5.35836000 1120
83.83723500 -5.36413194 1121
83.83713306 -5.37628194 1122
83.83717889 -5.38941000 1123
83.83710111 -5.42620000 1124
83.83717111 -5.50143806 1125
83.83752389 -5.27714111 1126
83.83755000 -5.34533194 1127
83.83758306 -5.37303389 1128
83.83772806 -5.39694806 1129
83.83760194 -5.39880000 1130
83.83766500 -5.46920389 1131
83.83783806 -5.48485611 1132
83.83753194 -5.52270194 1133
83.83818611 -5.30588306 1134
83.83802889 -5.32116500 1135
83.83794611 -5.34875389 1136
83.83827806 -5.39252694 1137
83.83817111 -5.43249694 1138
83.83845306 -5.36670889 1139
83.83855500 -5.38318000 1140
83.83852389 -5.38802806 1141
83.83874806 -5.41594000 1142
83.83869611 -5.46075194 1143
83.83859694 -5.47338306 1144
83.83886611 -5.31737389 1145
83.83912000 -5.36872694 1146
83.83881000 -5.37099694 1147
83.83904611 -5.39595611 1148
83.83889111 -5.40319000 1149
83.83916389 -5.44557000 1150
83.83947111 -5.28637306 1151
83.83995889 -5.33135389 1152
83.83982806 -5.35153806 1153
83.83960389 -5.38797500 1154
83.84040194 -5.25501611 1155
83.84024500 -5.29841694 1156
83.84036500 -5.36306889 1157
83.84022000 -5.37011694 1158
83.84013389 -5.39048806 1159
83.84030111 -5.42404194 1160
83.84014389 -5.44934806 1161
83.84022000 -5.45407000 1162
83.84042889 -5.28816694 1163
83.84061806 -5.32954194 1164
83.84081889 -5.38631000 1165
83.84072611 -5.39426306 1166
83.84055806 -5.39676500 1167
83.84057611 -5.44568111 1168
83.84096694 -5.33551889 1169
83.84109611 -5.36897694 1170
83.84098889 -5.37784500 1171
83.84122111 -5.38537889 1172
83.84087694 -5.39829611 1173
83.84120389 -5.39876306 1174
83.84101500 -5.41161694 1175
83.84146694 -5.24106500 1176
83.84134000 -5.25038694 1177
83.84149889 -5.28449806 1178
83.84128306 -5.30332694 1179
83.84160806 -5.40725694 1180
83.84140694 -5.47424806 1181
83.84196611 -5.32601806 1182
83.84207611 -5.40911611 1183
83.84194000 -5.46976000 1184
83.84197806 -5.47086306 1185
83.84196500 -5.48211306 1186
83.84213806 -5.31602806 1187
83.84228806 -5.35828611 1188
83.84234111 -5.37038611 1189
83.84221611 -5.37613889 1190
83.84223194 -5.39209806 1191
83.84248500 -5.40690806 1192
83.84218694 -5.41874889 1193
83.84275694 -5.30238194 1194
83.84260000 -5.33080000 1195
83.84259000 -5.33554000 1196
83.84263000 -5.33691000 1197
83.84280389 -5.34144889 1198
83.84287306 -5.36180306 1199
83.84271889 -5.37149306 1200
83.84252611 -5.44373694 1201
83.84253694 -5.46240111 1202
83.84268806 -5.47685000 1203
83.84303500 -5.40396194 1204
83.84328611 -5.45788500 1205
83.84292389 -5.52133500 1206
83.84310611 -5.56546306 1207
83.84347694 -5.29247611 1208
83.84358111 -5.36696500 1209
83.84349806 -5.40373389 1210
83.84340889 -5.41930806 1211
83.84365500 -5.42916694 1212
83.84359806 -5.43641306 1213
83.84390806 -5.33089806 1214
83.84397194 -5.39547111 1215
83.84441000 -5.22438611 1216
83.84430111 -5.23650194 1217
83.84455389 -5.25235000 1218
83.84433889 -5.36036889 1219
83.84440611 -5.56060611 1220
83.84472611 -5.27054889 1221
83.84469389 -5.31061194 1222
83.84477194 -5.32995500 1223
83.84461611 -5.36142000 1224
83.84485306 -5.36601194 1225
83.84470806 -5.41830611 1226
83.84461500 -5.42069111 1227
83.84510694 -5.33965694 1228
83.84519694 -5.37415611 1229
83.84502500 -5.38705611 1230
83.84541111 -5.41603806 1231
83.84511694 -5.52695694 1232
83.84583111 -5.29582389 1233
83.84571889 -5.37820611 1234
83.84554500 -5.54132806 1235
83.84609111 -5.41654611 1236
83.84623000 -5.47692000 1237
83.84641306 -5.22875694 1238
83.84660306 -5.37453500 1239
83.84631111 -5.43751611 1240
83.84675889 -5.35994000 1241
83.84689389 -5.47602889 1242
83.84742389 -5.33258500 1243
83.84725000 -5.35704806 1244
83.84716611 -5.46948889 1245
83.84790889 -5.25657611 1246
83.84751611 -5.31405806 1247
83.84791111 -5.33380694 1248
83.84759694 -5.34425111 1249
83.84761611 -5.34995500 1250
83.84806194 -5.31583611 1251
83.84817611 -5.32000306 1252
83.84830694 -5.32509306 1253
83.84811500 -5.39746611 1254
83.84808500 -5.41509611 1255
83.84865889 -5.35452806 1256
83.84872500 -5.37018306 1257
83.84858194 -5.39220306 1258
83.84860000 -5.39621111 1259
83.84866806 -5.41593611 1260
83.84834194 -5.42402694 1261
83.84869194 -5.44079611 1262
83.84902694 -5.31108000 1263
83.84884306 -5.38887111 1264
83.84911000 -5.46782000 1265
83.84954306 -5.35513306 1266
83.84921611 -5.39285306 1267
83.84934389 -5.51318500 1268
83.84959806 -5.30587611 1269
83.84992889 -5.31876806 1270
83.84965000 -5.32031000 1271
83.84977194 -5.33623611 1272
83.84967111 -5.35176889 1273
83.84994806 -5.41942306 1274
83.85013306 -5.38717306 1275
83.85061806 -5.31517111 1276
83.85058889 -5.32442306 1277
83.85047500 -5.35908194 1278
83.85053500 -5.36544806 1279
83.85111194 -5.42187389 1280
83.85104389 -5.49924500 1281
83.85151000 -5.36855194 1282
83.85143194 -5.37565611 1283
83.85144111 -5.43241806 1284
83.85146194 -5.43346306 1285
83.85139194 -5.44656694 1286
83.85133194 -5.47896306 1287
83.85191000 -5.40030611 1288
83.85184194 -5.41107111 1289
83.85196611 -5.44205306 1290
83.85208889 -5.28332389 1291
83.85218389 -5.41719194 1292
83.85240000 -5.42390000 1293
83.85270306 -5.31925000 1294
83.85253611 -5.32589694 1295
83.85257611 -5.33195889 1296
83.85261111 -5.35118389 1297
83.85277806 -5.37850694 1298
83.85300611 -5.27811389 1299
83.85310694 -5.35945611 1300
83.85292194 -5.40990611 1301
83.85295806 -5.41229194 1302
83.85294611 -5.46652611 1303
83.85295194 -5.47379694 1304
83.85372194 -5.41949889 1305
83.85403806 -5.40042194 1306
83.85420500 -5.34283306 1307
83.85444000 -5.38292389 1308
83.85437806 -5.39074306 1309
83.85455500 -5.39631611 1310
83.85452194 -5.39827194 1311
83.85434194 -5.41065306 1312
83.85475889 -5.37366611 1313
83.85459389 -5.42358306 1314
83.85518306 -5.26000111 1315
83.85509306 -5.41594389 1316
83.85528000 -5.47324000 1317
83.85509694 -5.49773194 1318
83.85517000 -5.55585000 1319
83.85561000 -5.33520389 1320
83.85583306 -5.39606111 1321
83.85571694 -5.40319611 1322
83.85565000 -5.42487694 1323
83.85585000 -5.33675111 1324
83.85617000 -5.35956000 1325
83.85624000 -5.35988000 1326
83.85598111 -5.36431306 1327
83.85596889 -5.39259500 1328
83.85651000 -5.36500000 1329
83.85661000 -5.55134000 1330
83.85686500 -5.30125806 1331
83.85705000 -5.50574806 1332
83.85705694 -5.51067694 1333
83.85717806 -5.38592694 1334
83.85727500 -5.44494111 1335
83.85761000 -5.30268000 1336
83.85778111 -5.36713889 1337
83.85801306 -5.51368806 1338
83.85851306 -5.33810389 1339
83.85862389 -5.35583000 1340
83.85840111 -5.42995389 1341
83.85910194 -5.33499806 1342
83.85903500 -5.38250111 1343
83.85915889 -5.42237111 1344
83.85899000 -5.42764000 1345
83.85908000 -5.50504000 1346
83.85946806 -5.35522694 1347
83.85933500 -5.37204694 1348
83.85921000 -5.46022889 1349
83.85975694 -5.29563611 1350
83.85989389 -5.31598694 1351
83.85992000 -5.33079111 1352
83.85980806 -5.42783694 1353
83.85963389 -5.46225306 1354
83.86009389 -5.27002000 1355
83.86024111 -5.37382306 1356
83.86004889 -5.38399389 1357
83.86040694 -5.39582889 1358
83.86003611 -5.41686194 1359
83.86024000 -5.50459000 1360
83.86078194 -5.29796000 1361
83.86055000 -5.29918306 1362
83.86045694 -5.32195111 1363
83.86079694 -5.43599389 1364
83.86147194 -5.27921194 1365
83.86145194 -5.31741111 1366
83.86127000 -5.33707111 1367
83.86158389 -5.34810500 1368
83.86172694 -5.24560194 1369
83.86217611 -5.30177889 1370
83.86239389 -5.40016389 1371
83.86227694 -5.41337500 1372
83.86281111 -5.26243000 1373
83.86271694 -5.42566306 1374
83.86299389 -5.50074306 1375
83.86337889 -5.43753611 1376
83.86359611 -5.50686611 1377
83.86390500 -5.35991500 1378
83.86378389 -5.39349500 1379
83.86383000 -5.49123000 1380
83.86448694 -5.28610889 1381
83.86452194 -5.29562389 1382
83.86437889 -5.44116111 1383
83.86473000 -5.28215000 1384
83.86481000 -5.34456000 1385
83.86462806 -5.45717194 1386
83.86482611 -5.47528611 1387
83.86540500 -5.30449806 1388
83.86513111 -5.34364389 1389
83.86561111 -5.30128611 1390
83.86572611 -5.35524389 1391
83.86555000 -5.35587000 1392
83.86577611 -5.39240111 1393
83.86558000 -5.43825000 1394
83.86546389 -5.48095500 1395
83.86614111 -5.38991306 1396
83.86624889 -5.46727111 1397
83.86589194 -5.51934389 1398
83.86641694 -5.28262389 1399
83.86649500 -5.31665000 1400
83.86652111 -5.37971306 1401
83.86656194 -5.49183694 1402
83.86693611 -5.28896306 1403
83.86724306 -5.31588000 1404
83.86733806 -5.35961111 1405
83.86724806 -5.38509611 1406
83.86763111 -5.26411389 1407
83.86754306 -5.41614806 1408
83.86816389 -5.29852611 1409
83.86821000 -5.30640389 1410
83.86827306 -5.41761306 1411
83.86855500 -5.31732889 1412
83.86836000 -5.41072000 1413
83.86848889 -5.43901694 1414
83.86899000 -5.41795194 1415
83.86934889 -5.36500806 1416
83.86945611 -5.37371306 1417
83.87060889 -5.27179806 1418
83.87092500 -5.35455306 1419
83.87124500 -5.48624611 1420
83.87159611 -5.30511500 1421
83.87228806 -5.42953611 1422
83.87274194 -5.27601806 1423
83.87278111 -5.31272694 1424
83.87287806 -5.42700000 1425
83.87312111 -5.31110111 1426
83.87324389 -5.38665500 1427
83.87328611 -5.41579889 1428
83.87356194 -5.33392500 1429
83.87368500 -5.50684889 1430
83.87364111 -5.52002389 1431
83.87427194 -5.26850500 1432
83.87447500 -5.39676500 1433
83.87441389 -5.39873000 1434
83.87460500 -5.31481194 1435
83.87465694 -5.48296500 1436
83.87619000 -5.43100306 1437
83.87656694 -5.37722389 1438
83.87641194 -5.46028306 1439
83.87705000 -5.31695000 1440
83.87697306 -5.32614694 1441
83.87705500 -5.40640694 1442
83.87678806 -5.42738611 1443
83.87697889 -5.47531194 1444
83.87755806 -5.36091389 1445
83.87789806 -5.41974500 1446
83.87782000 -5.45465500 1447
83.87796389 -5.30197806 1448
83.87814306 -5.36295694 1449
83.87801500 -5.40866000 1450
83.87793000 -5.42663000 1451
83.87793000 -5.42827000 1452
83.87840389 -5.51004806 1453
83.87884889 -5.30497694 1454
83.87916389 -5.36702000 1455
83.87887194 -5.42325500 1456
83.87908389 -5.42888111 1457
83.87935806 -5.31245306 1458
83.87935806 -5.33462694 1459
83.87958000 -5.40805000 1460
83.88039111 -5.25927000 1461
83.88032611 -5.31553111 1462
83.88009194 -5.32555000 1463
83.88036000 -5.37107389 1464
83.88021389 -5.39443889 1465
83.88027194 -5.45704194 1466
83.88072889 -5.26748194 1467
83.88048111 -5.33148889 1468
83.88048389 -5.46197306 1469
83.88121611 -5.36015806 1470
83.88112000 -5.38460306 1471
83.88100194 -5.42116694 1472
83.88090000 -5.47112389 1473
83.88150500 -5.27700694 1474
83.88155306 -5.37934194 1475
83.88164111 -5.45072389 1476
83.88181889 -5.28290500 1477
83.88201694 -5.50109111 1478
83.88232694 -5.35573889 1479
83.88248500 -5.49281611 1480
83.88258000 -5.37502306 1481
83.88282111 -5.53016694 1482
83.88328000 -5.26666000 1483
83.88337500 -5.27232111 1484
83.88340694 -5.49603806 1485
83.88481694 -5.30216806 1486
83.88481806 -5.35488111 1487
83.88494306 -5.51977111 1488
83.88525194 -5.26440694 1489
83.88525194 -5.47287500 1490
83.88554111 -5.43624889 1491
83.88593806 -5.51320000 1492
83.88604000 -5.52367000 1493
83.88662000 -5.29401000 1494
83.88626889 -5.35504389 1495
83.88691694 -5.30536306 1496
83.88677611 -5.37296611 1497
83.88703000 -5.50593389 1498
83.88714194 -5.26820111 1499
83.88798889 -5.29287694 1500
83.88804194 -5.31286306 1501
83.88853611 -5.33275389 1502
83.88884306 -5.28098500 1503
83.88913111 -5.45580889 1504
83.88938500 -5.45066389 1505
83.89009306 -5.48071389 1506
83.89093194 -5.28625111 1507
83.89111000 -5.37894000 1508
83.89223694 -5.42809306 1509
83.89262389 -5.45510694 1510
83.89327389 -5.44989389 1511
83.89384000 -5.31101000 1512
83.89453194 -5.45424194 1513
83.89564389 -5.47680806 1514
83.89549194 -5.48724000 1515
83.89588694 -5.43944306 1516
83.89596806 -5.50984806 1517
83.89651611 -5.32958889 1518
83.89631694 -5.46518694 1519
83.89703000 -5.35759306 1520
83.89675694 -5.44858889 1521
83.89871000 -5.34239194 1522
83.89845500 -5.49334194 1523
83.89954000 -5.34266611 1524
83.89982806 -5.33400611 1525
83.89970611 -5.42545611 1526
83.90079000 -5.32042306 1527
83.90091194 -5.33900500 1528
83.90141000 -5.40777000 1529
83.90209889 -5.33600389 1530
83.90268500 -5.31415806 1531
83.90279694 -5.39118889 1532
83.90320000 -5.32986000 1533
83.90371194 -5.30615694 1534
83.90540194 -5.33448111 1535
83.90571500 -5.44489111 1536
83.90621000 -5.39014000 1537
83.90658389 -5.45457611 1538
83.90689000 -5.32903306 1539
83.90776306 -5.30725889 1540
83.90857000 -5.34093889 1541
83.90852611 -5.47263194 1542
83.90879306 -5.30322694 1543
83.90980889 -5.42800611 1544
83.90986000 -5.47626306 1545
83.91082389 -5.46027889 1546
83.91128000 -5.31620000 1547
83.91277194 -5.34056694 1548
83.91253000 -5.35052694 1549
83.91426306 -5.48191000 1550
83.91487000 -5.47856000 1551
83.91522194 -5.46398306 1552
83.91669500 -5.33792889 1553
83.91823611 -5.47780806 1554
83.91814694 -5.50382306 1555
83.91906889 -5.37546389 1556
83.91877694 -5.45044889 1557
83.91957194 -5.46870611 1558
83.91992611 -5.45193000 1559
83.92006111 -5.36157694 1560
83.92069611 -5.32894611 1561
83.92045000 -5.36732000 1562
83.92218389 -5.46394889 1563
83.92381000 -5.33751611 1564
83.92408694 -5.39315694 1565
83.92375500 -5.43451500 1566
83.92492000 -5.47020194 1567
83.92534806 -5.33497500 1568
83.92697194 -5.45917000 1569
83.92785611 -5.42914000 1570
83.92760806 -5.43562194 1571
83.92765806 -5.44273694 1572
83.92818000 -5.32936389 1573
83.92843000 -5.32522000 1574
83.92878611 -5.38352806 1575
83.93014000 -5.42118306 1576
83.93024694 -5.46639389 1577
83.93123694 -5.34663889 1578
83.93140500 -5.35550000 1579
83.93170806 -5.32446611 1580
83.93174694 -5.40002694 1581
83.93216000 -5.44385000 1582
83.93614194 -5.39038889 1583
83.93682611 -5.40953611 1584
83.93785111 -5.37591611 1585
83.93781806 -5.41756694 1586
83.93789611 -5.44856889 1587
83.93792694 -5.38209194 1588
83.93907111 -5.46950694 1589
83.93923111 -5.34357306 1590
83.93983889 -5.47300194 1591
83.94074806 -5.37144111 1592
83.94414389 -5.37333806 1593
83.94776194 -5.38041000 1594
83.94850000 -5.43852000 1595
83.95119694 -5.39929500 1596
83.95536611 -5.40473500 1597
83.95898806 -5.35464389 1598
83.95924694 -5.36102389 1599
83.95919000 -5.36977000 1600
83.95924389 -5.43456500 1601
83.97006389 -5.37541694 1602
83.97032306 -5.42856111 1603
83.97036611 -5.45371694 1604
83.97053694 -5.38477500 1605
83.97183611 -5.43433806 1606
83.97638194 -5.44571889 1607
83.97686194 -5.41024806 1608
83.97738000 -5.45173306 1609
83.97893694 -5.37647194 1610
83.98092306 -5.39527111 1611
83.98666889 -5.42440694 1612
83.98902194 -5.41906889 1613
83.98941389 -5.40428000 1614
83.99034306 -5.38625611 1615
