#RA DEC ID
83.75641806 -5.36619306 162
83.75666000 -5.42612389 163
83.75678389 -5.36361500 164
83.75676694 -5.40284306 165
83.75722306 -5.42017389 166
83.75718889 -5.45275306 167
83.75762306 -5.50538611 168
83.75793806 -5.39825194 169
83.75837194 -5.30941389 170
83.75837500 -5.34865611 171
83.75872389 -5.44340000 172
83.75906194 -5.48607000 173
83.75967806 -5.35647500 174
83.75971389 -5.51952111 175
83.76019000 -5.34627306 176
83.76079194 -5.43387694 177
83.76052306 -5.55269111 178
83.76153306 -5.32909194 179
83.76129306 -5.54019111 180
83.76171611 -5.36735194 181
83.76188389 -5.36897111 182
83.76207000 -5.44126000 183
83.76220611 -5.26442806 184
83.76232694 -5.54566306 185
83.76291000 -5.37716389 186
83.76254500 -5.50039111 187
83.76319389 -5.30829889 188
83.76353194 -5.29813889 189
83.76356389 -5.50551306 190
83.76398194 -5.27297694 191
83.76437806 -5.39245806 192
83.76441889 -5.43615611 193
83.76459194 -5.34631111 194
83.76467000 -5.44016000 195
83.76494889 -5.49045611 196
83.76530306 -5.45145806 197
83.76545806 -5.37935806 198
83.76577889 -5.41516194 199
83.76664194 -5.31661889 200
83.76637306 -5.48425111 201
83.76656000 -5.49461889 202
83.76688111 -5.34897806 203
83.76698389 -5.44365111 204
83.76705889 -5.47234500 205
83.76735889 -5.33770111 206
83.76742806 -5.37342694 207
83.76744389 -5.37556806 208
83.76708611 -5.37638389 209
83.76750611 -5.33672306 210
83.76752111 -5.44109000 211
83.76809000 -5.38699000 212
83.76823000 -5.38719000 213
83.76848194 -5.33086389 214
83.76899889 -5.33715889 215
83.76878806 -5.39905194 216
83.76880389 -5.43456194 217
83.76915694 -5.43979000 218
83.76905889 -5.52099611 219
83.76926389 -5.41179306 220
83.76949000 -5.49339111 221
83.76990500 -5.29503806 222
83.76961306 -5.40998500 223
83.76975000 -5.43087000 224
83.76986611 -5.44388889 225
83.77035500 -5.34927306 226
83.77010389 -5.37745194 227
83.77022806 -5.38407806 228
83.77064111 -5.35259306 229
83.77055694 -5.38009889 230
83.77143000 -5.34016694 231
83.77194500 -5.38980500 232
83.77199306 -5.41757000 233
83.77174694 -5.43427000 234
83.77244806 -5.40293194 235
83.77276194 -5.37514889 236
83.77258889 -5.40420889 237
83.77261500 -5.42290500 238
83.77278500 -5.43216889 239
83.77255694 -5.45474389 240
83.77319111 -5.32260500 241
83.77302306 -5.46443389 242
83.77345500 -5.30688500 243
83.77353111 -5.42209889 244
83.77341111 -5.48955111 245
83.77377889 -5.32676806 246
83.77415611 -5.38774194 247
83.77386306 -5.39836389 248
83.77391889 -5.40515194 249
83.77380000 -5.41781389 250
83.77375611 -5.41844500 251
83.77396389 -5.44060694 252
83.77415000 -5.56545000 253
83.77441889 -5.45045889 254
83.77458194 -5.45249694 255
83.77452806 -5.57179194 256
83.77470000 -5.43060000 257
83.77563889 -5.33205194 258
83.77577000 -5.37012306 259
83.77558111 -5.38505806 260
83.77620389 -5.36741611 261
83.77628806 -5.39344000 262
83.77698306 -5.35516306 263
